crash_date,crash_time,borough,on_street,cross_street,contributing_factor,vehicle_type,persons_injured,persons_killed,lat,lon
2022-02-01,16:20:00,BROOKLYN,NOSTRAND AVENUE,DEAN STREET,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,0,0,40.676872,-73.94985
2022-11-15,19:46:00,BROOKLYN,BEDFORD AVENUE,DEAN STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.677025,-73.95268
2022-12-09,21:39:00,BROOKLYN,ATLANTIC AVENUE,BROOKLYN AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,2,0,40.678154,-73.94416
2022-06-16,21:20:00,BROOKLYN,BEDFORD AVENUE,ATLANTIC AVENUE,Brakes Defective,Sedan,0,0,40.678722,-73.952995
2022-03-22,03:00:00,BROOKLYN,NOSTRAND AVENUE,FULTON STREET,Pavement Defective,Sedan,0,0,40.68039,-73.94956
2022-09-19,08:19:00,BROOKLYN,BEDFORD AVENUE,HANCOCK STREET,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,1,0,40.682114,-73.95367
2022-12-18,23:55:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.68265,-73.93797
2022-12-03,17:30:00,BROOKLYN,MARCY AVENUE,GREENE AVENUE,Failure to Yield Right-of-Way,Unknown,1,0,40.688774,-73.9479
2022-02-17,00:30:00,BROOKLYN,UNION STREET,PLAZA STREET WEST,Unsafe Lane Changing,PK,0,0,40.67271,-73.97089
2022-03-15,15:45:00,BROOKLYN,FLATBUSH AVENUE,7 AVENUE,Driver Inattention/Distraction,Sedan,0,0,40.677998,-73.97306
2022-06-28,06:38:00,BROOKLYN,4 AVENUE,WARREN STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.68122,-73.98047
2022-09-13,09:30:00,BROOKLYN,Unknown,Unknown,Passing Too Closely,Sedan,0,0,40.681595,-73.97472
2022-11-13,06:29:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.68166,-73.97504
2022-08-16,22:20:00,BROOKLYN,Unknown,Unknown,Unsafe Speed,Moped,2,0,40.682056,-73.98293
2022-11-28,15:58:00,BROOKLYN,Unknown,Unknown,Passing Too Closely,Sedan,0,0,40.682102,-73.97989
2022-05-23,17:30:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Bus,0,0,40.683327,-73.98207
2022-05-18,23:15:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.68342,-73.97545
2022-12-21,23:15:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Sedan,0,0,40.6835,-73.975945
2022-03-04,18:00:00,BROOKLYN,FLATBUSH AVENUE,ATLANTIC AVENUE,Turning Improperly,Sedan,0,0,40.68405,-73.97746
2022-05-13,16:25:00,BROOKLYN,FLATBUSH AVENUE,ATLANTIC AVENUE,Unsafe Lane Changing,Bus,0,0,40.68405,-73.97746
2022-02-06,19:00:00,BROOKLYN,Unknown,Unknown,Following Too Closely,Taxi,0,0,40.684937,-73.97969
2022-12-16,00:12:00,BROOKLYN,ATLANTIC AVENUE,3 AVENUE,Turning Improperly,Sedan,1,0,40.68532,-73.98071
2022-11-12,12:20:00,BROOKLYN,DEAN STREET,BOND STREET,Other Vehicular,Station Wagon/Sport Utility Vehicle,1,0,40.685658,-73.985695
2022-06-13,14:38:00,BROOKLYN,FLATBUSH AVENUE,SCHERMERHORN STREET,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0,0,40.68629,-73.979095
2022-07-13,19:08:00,BROOKLYN,FULTON STREET,SOUTH ELLIOTT PLACE,Passing or Lane Usage Improper,Sedan,2,0,40.686756,-73.975525
2022-08-01,12:05:00,BROOKLYN,FLATBUSH AVENUE,3 AVENUE,Outside Car Distraction,Sedan,0,0,40.687004,-73.9796
2022-08-26,18:15:00,BROOKLYN,LAFAYETTE AVENUE,SOUTH OXFORD STREET,Driver Inattention/Distraction,E-Bike,1,0,40.6873,-73.973656
2022-03-25,01:00:00,BROOKLYN,HOYT STREET,ATLANTIC AVENUE,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle,0,0,40.68777,-73.98701
2022-11-24,23:00:00,BROOKLYN,Unknown,Unknown,Alcohol Involvement,Sedan,0,0,40.68839,-73.97844
2022-04-26,16:45:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,1,0,40.634987,-73.97486
2022-09-21,14:35:00,BROOKLYN,EAST 7 STREET,DITMAS AVENUE,Unspecified,Sedan,0,0,40.636284,-73.97137
2022-10-07,08:35:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.637093,-73.97293
2022-05-06,08:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.63771,-73.967354
2022-09-15,10:00:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.63781,-73.98204
2022-03-24,22:20:00,BROOKLYN,Unknown,Unknown,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.637836,-73.98019
2022-09-12,11:40:00,BROOKLYN,15 AVENUE,38 STREET,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.638523,-73.98131
2022-09-25,15:15:00,BROOKLYN,14 AVENUE,38 STREET,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1,0,40.639854,-73.983505
2022-10-23,15:18:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,1,0,40.640205,-73.98558
2022-08-02,13:35:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.640865,-73.9852
2022-02-20,14:20:00,BROOKLYN,AVENUE C,EAST 7 STREET,Unspecified,Station Wagon/Sport Utility Vehicle,1,0,40.64106,-73.972275
2022-01-30,13:30:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.642105,-73.98436
2022-03-25,17:44:00,BROOKLYN,Unknown,Unknown,Unspecified,Bus,1,0,40.64235,-73.97937
2022-01-19,12:56:00,BROOKLYN,DAHILL ROAD,CHURCH AVENUE,Unspecified,Sedan,0,0,40.642384,-73.98042
2022-11-19,23:33:00,BROOKLYN,CHURCH AVENUE,MC DONALD AVENUE,Unspecified,Sedan,1,0,40.642796,-73.97945
2022-04-29,08:30:00,BROOKLYN,MC DONALD AVENUE,CHURCH AVENUE,Unspecified,Sedan,0,0,40.642796,-73.97945
2022-08-10,16:44:00,BROOKLYN,Unknown,Unknown,Other Vehicular,Station Wagon/Sport Utility Vehicle,0,0,40.64292,-73.98213
2022-02-21,14:40:00,BROOKLYN,STORY STREET,LOUISA STREET,Oversized Vehicle,Box Truck,0,0,40.643024,-73.981895
2022-11-22,00:00:00,BROOKLYN,BEVERLEY ROAD,OCEAN PARKWAY,Unspecified,Sedan,0,0,40.643303,-73.974106
2022-09-19,21:30:00,BROOKLYN,BEVERLEY ROAD,STRATFORD ROAD,Unspecified,Sedan,1,0,40.643894,-73.96873
2022-01-08,11:15:00,BROOKLYN,PROSPECT EXPRESSWAY,CHURCH AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.644913,-73.97443
2022-04-03,23:20:00,BROOKLYN,FORT HAMILTON PARKWAY,CHESTER AVENUE,Failure to Yield Right-of-Way,Sedan,0,0,40.645767,-73.98529
2022-02-26,20:42:00,BROOKLYN,CHURCH AVENUE,CONEY ISLAND AVENUE,Unspecified,Station Wagon/Sport Utility Vehicle,0,0,40.646378,-73.97085
2022-01-10,06:56:00,BROOKLYN,CATON AVENUE,MC DONALD AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0,0,40.647297,-73.9803
2022-06-08,15:00:00,BROOKLYN,CATON AVENUE,EAST 3 STREET,Unspecified,Pick-up Truck,1,0,40.647526,-73.978195
2022-05-29,11:27:00,BROOKLYN,FORT HAMILTON PARKWAY,EAST 3 STREET,Traffic Control Disregarded,Sedan,1,0,40.648468,-73.97837
2022-02-07,15:50:00,BROOKLYN,GREENWOOD AVENUE,EAST 5 STREET,Backing Unsafely,Sedan,1,0,40.650967,-73.97698
2022-02-15,14:50:00,BROOKLYN,Unknown,Unknown,Driver Inexperience,Sedan,0,0,40.622482,-73.997345
2022-12-07,15:05:00,BROOKLYN,65 STREET,NEW UTRECHT AVENUE,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1,0,40.62368,-73.99772
2022-08-04,13:05:00,BROOKLYN,Unknown,Unknown,Unspecified,Sedan,0,0,40.625706,-73.997116
2022-07-11,20:50:00,BROOKLYN,Unknown,Unknown,Driver Inattention/Distraction,E-Bike,1,0,40.626568,-74.00248
